HITTypeId,HITId
36J1BMOAIYRF3RBGW3QA15CECNUR48,3SD15I2WD2UH9LMAA8CCWQ0LEN1361
36J1BMOAIYRF3RBGW3QA15CECNUR48,39N6W9XWRDNKMH84B6EOYB9NH2YYG3
36J1BMOAIYRF3RBGW3QA15CECNUR48,30UZJB2POHCLQHMW5P274KMLISQ35L
